FlightNumber,Airline,DepartureTime,ArrivalTime,Delay,Cancellation,Destination
GlobeAir8192,AirNSR,2023-03-03 12:54:00,2023-03-03 17:54:00,35,False,JFK
PacificWings9364,PacificWings,2023-03-03 13:39:00,2023-03-03 15:39:00,34,False,LHR
SkyWave1004,SkyWave,2023-03-03 08:17:00,2023-03-03 12:17:00,62,False,HND
GlobeAir4281,PacificWings,2023-03-03 06:47:00,2023-03-03 07:47:00,51,False,SYD
JetFly6703,JetFly,2023-03-03 14:14:00,2023-03-03 19:14:00,40,False,DXB
GlobeAir1076,JetFly,2023-03-04 11:26:00,2023-03-04 16:26:00,0,False,LAX
PacificWings5821,JetFly,2023-03-04 09:51:00,2023-03-04 14:51:00,51,False,SYD
PacificWings5098,GlobeAir,2023-03-04 18:36:00,2023-03-04 22:36:00,114,False,LHR
GlobeAir8548,PacificWings,2023-03-04 06:30:00,2023-03-04 07:30:00,90,False,HND
SkyWave4767,JetFly,2023-03-04 19:22:00,2023-03-05 00:22:00,101,False,CDG
SkyWave5706,AirNSR,2023-03-04 18:43:00,2023-03-04 21:43:00,6,False,ORD
GlobeAir6142,JetFly,2023-03-04 12:57:00,2023-03-04 17:57:00,0,False,ATL
GlobeAir4271,SkyWave,2023-03-04 13:55:00,2023-03-04 16:55:00,24,False,ATL
SkyWave6833,SkyWave,2023-03-04 09:07:00,2023-03-04 10:07:00,32,False,DXB
PacificWings1108,PacificWings,2023-03-04 07:54:00,2023-03-04 11:54:00,79,False,LHR
GlobeAir5501,GlobeAir,2023-03-05 11:48:00,2023-03-05 16:48:00,0,False,ATL
PacificWings3101,AirNSR,2023-03-05 22:51:00,2023-03-06 02:51:00,98,False,SYD
AirNSR9232,JetFly,2023-03-05 18:55:00,2023-03-05 20:55:00,22,False,LAX
PacificWings8537,JetFly,2023-03-05 06:00:00,2023-03-05 08:00:00,10,False,LAX
JetFly6924,PacificWings,2023-03-05 14:11:00,2023-03-05 19:11:00,0,False,CDG
GlobeAir6621,JetFly,2023-03-05 11:31:00,2023-03-05 15:31:00,0,False,LHR
JetFly7563,JetFly,2023-03-05 20:11:00,2023-03-06 01:11:00,67,False,GRU
SkyWave2636,JetFly,2023-03-05 13:35:00,2023-03-05 17:35:00,33,False,ATL
SkyWave3450,GlobeAir,2023-03-05 06:11:00,2023-03-05 10:11:00,0,False,SYD
PacificWings6172,GlobeAir,2023-03-05 15:16:00,2023-03-05 20:16:00,0,False,JFK
GlobeAir2621,SkyWave,2023-03-06 07:13:00,2023-03-06 10:13:00,14,False,LAX
GlobeAir6483,JetFly,2023-03-06 17:23:00,2023-03-06 22:23:00,105,False,CDG
JetFly1324,GlobeAir,2023-03-06 09:22:00,2023-03-06 14:22:00,18,False,GRU
PacificWings3859,JetFly,2023-03-06 17:20:00,2023-03-06 22:20:00,0,False,DXB
AirNSR7243,PacificWings,2023-03-06 15:29:00,2023-03-06 17:29:00,18,False,LHR
GlobeAir7631,AirNSR,2023-03-06 08:10:00,2023-03-06 11:10:00,17,False,LHR
JetFly5382,PacificWings,2023-03-06 18:17:00,2023-03-06 22:17:00,0,False,LHR
PacificWings9535,GlobeAir,2023-03-06 19:10:00,2023-03-06 21:10:00,27,False,ORD
SkyWave5122,AirNSR,2023-03-06 12:10:00,2023-03-06 16:10:00,19,False,LAX
GlobeAir9985,AirNSR,2023-03-06 06:49:00,2023-03-06 10:49:00,61,False,LAX
AirNSR5300,PacificWings,2023-03-07 10:05:00,2023-03-07 14:05:00,113,False,ATL
JetFly8260,SkyWave,2023-03-07 10:33:00,2023-03-07 12:33:00,80,True,LHR
JetFly8801,GlobeAir,2023-03-07 14:35:00,2023-03-07 18:35:00,17,False,SYD
SkyWave8480,PacificWings,2023-03-07 19:33:00,2023-03-08 00:33:00,0,False,LHR
GlobeAir9841,SkyWave,2023-03-07 08:28:00,2023-03-07 11:28:00,145,False,CDG
SkyWave5973,AirNSR,2023-03-07 06:33:00,2023-03-07 08:33:00,32,False,DXB
PacificWings1136,GlobeAir,2023-03-07 21:19:00,2023-03-07 22:19:00,30,False,CDG
PacificWings4788,AirNSR,2023-03-07 17:12:00,2023-03-07 21:12:00,28,False,HND
GlobeAir5094,SkyWave,2023-03-07 18:53:00,2023-03-07 22:53:00,38,False,LAX
GlobeAir4924,PacificWings,2023-03-07 14:18:00,2023-03-07 19:18:00,23,False,HND
SkyWave2121,SkyWave,2023-03-08 10:18:00,2023-03-08 11:18:00,4,False,GRU
GlobeAir5458,PacificWings,2023-03-08 21:12:00,2023-03-09 00:12:00,5,True,JFK
PacificWings1362,SkyWave,2023-03-08 09:18:00,2023-03-08 12:18:00,28,False,DXB
AirNSR4814,AirNSR,2023-03-08 10:00:00,2023-03-08 14:00:00,5,False,HND
JetFly9165,JetFly,2023-03-08 20:44:00,2023-03-08 21:44:00,0,False,ORD
AirNSR5366,GlobeAir,2023-03-08 08:34:00,2023-03-08 12:34:00,34,False,CDG
GlobeAir1206,AirNSR,2023-03-08 13:24:00,2023-03-08 17:24:00,18,False,JFK
SkyWave8550,AirNSR,2023-03-08 22:42:00,2023-03-09 00:42:00,97,False,CDG
JetFly3598,AirNSR,2023-03-08 22:07:00,2023-03-09 01:07:00,0,False,CDG
SkyWave6905,AirNSR,2023-03-08 12:07:00,2023-03-08 14:07:00,79,False,LHR
AirNSR3742,JetFly,2023-03-09 09:25:00,2023-03-09 11:25:00,86,True,JFK
PacificWings8786,PacificWings,2023-03-09 10:23:00,2023-03-09 11:23:00,0,False,DXB
AirNSR6544,AirNSR,2023-03-09 07:22:00,2023-03-09 09:22:00,14,False,LAX
SkyWave8992,SkyWave,2023-03-09 16:35:00,2023-03-09 19:35:00,13,False,DXB
SkyWave1349,GlobeAir,2023-03-09 17:46:00,2023-03-09 19:46:00,0,False,JFK
GlobeAir8168,PacificWings,2023-03-09 15:34:00,2023-03-09 19:34:00,0,False,ORD
PacificWings6696,JetFly,2023-03-09 20:17:00,2023-03-10 01:17:00,0,False,SYD
SkyWave2128,PacificWings,2023-03-09 10:28:00,2023-03-09 13:28:00,108,False,SYD
JetFly8439,AirNSR,2023-03-09 22:24:00,2023-03-10 00:24:00,72,False,GRU
JetFly4912,JetFly,2023-03-09 08:42:00,2023-03-09 13:42:00,87,False,ATL
PacificWings9151,PacificWings,2023-03-10 10:39:00,2023-03-10 13:39:00,62,False,LHR
AirNSR2577,PacificWings,2023-03-10 08:02:00,2023-03-10 10:02:00,0,False,JFK
SkyWave2753,GlobeAir,2023-03-10 12:06:00,2023-03-10 13:06:00,6,False,HND
GlobeAir9615,PacificWings,2023-03-10 14:03:00,2023-03-10 17:03:00,52,False,LAX
AirNSR4419,GlobeAir,2023-03-10 08:29:00,2023-03-10 09:29:00,0,False,HND
JetFly1955,PacificWings,2023-03-10 14:33:00,2023-03-10 15:33:00,62,False,CDG
AirNSR4537,PacificWings,2023-03-10 09:06:00,2023-03-10 11:06:00,19,False,ATL
SkyWave9621,SkyWave,2023-03-10 11:35:00,2023-03-10 16:35:00,13,False,LAX
PacificWings6864,GlobeAir,2023-03-10 19:56:00,2023-03-10 20:56:00,61,False,ORD
PacificWings7579,PacificWings,2023-03-10 16:42:00,2023-03-10 18:42:00,49,False,GRU
GlobeAir6772,JetFly,2023-03-11 16:54:00,2023-03-11 19:54:00,13,False,HND
JetFly4943,PacificWings,2023-03-11 12:24:00,2023-03-11 17:24:00,82,False,CDG
JetFly8412,GlobeAir,2023-03-11 18:00:00,2023-03-11 19:00:00,0,False,GRU
AirNSR9480,SkyWave,2023-03-11 15:00:00,2023-03-11 18:00:00,57,False,ATL
JetFly1355,JetFly,2023-03-11 22:35:00,2023-03-12 03:35:00,56,False,ORD
AirNSR1618,GlobeAir,2023-03-11 17:09:00,2023-03-11 19:09:00,16,False,GRU
SkyWave4817,JetFly,2023-03-11 15:05:00,2023-03-11 20:05:00,44,False,ATL
AirNSR6319,GlobeAir,2023-03-11 11:31:00,2023-03-11 16:31:00,0,False,LAX
PacificWings5921,AirNSR,2023-03-11 18:05:00,2023-03-11 19:05:00,71,False,LHR
JetFly8115,GlobeAir,2023-03-11 09:55:00,2023-03-11 11:55:00,21,False,GRU
AirNSR7266,AirNSR,2023-03-12 15:33:00,2023-03-12 16:33:00,6,False,GRU
SkyWave6354,PacificWings,2023-03-12 13:09:00,2023-03-12 14:09:00,77,False,HND
GlobeAir9269,AirNSR,2023-03-12 13:27:00,2023-03-12 16:27:00,0,False,ORD
SkyWave6507,AirNSR,2023-03-12 21:36:00,2023-03-12 22:36:00,0,False,CDG
AirNSR7529,PacificWings,2023-03-12 19:49:00,2023-03-12 21:49:00,0,False,DXB
PacificWings4245,GlobeAir,2023-03-12 18:41:00,2023-03-12 23:41:00,57,False,GRU
PacificWings5034,SkyWave,2023-03-12 08:17:00,2023-03-12 12:17:00,0,False,GRU
AirNSR2843,GlobeAir,2023-03-12 19:23:00,2023-03-12 22:23:00,108,False,LHR
PacificWings1396,JetFly,2023-03-12 11:22:00,2023-03-12 16:22:00,0,False,DXB
PacificWings3389,GlobeAir,2023-03-12 07:59:00,2023-03-12 09:59:00,106,False,LHR
SkyWave2405,AirNSR,2023-03-13 07:15:00,2023-03-13 12:15:00,39,False,CDG
AirNSR6624,AirNSR,2023-03-13 15:28:00,2023-03-13 19:28:00,25,True,ATL
PacificWings4471,SkyWave,2023-03-13 22:48:00,2023-03-14 01:48:00,5,False,GRU
SkyWave1301,GlobeAir,2023-03-13 22:02:00,2023-03-14 01:02:00,47,False,CDG
SkyWave5444,AirNSR,2023-03-13 20:41:00,2023-03-13 21:41:00,28,False,CDG
JetFly2767,AirNSR,2023-03-13 15:55:00,2023-03-13 19:55:00,79,False,HND
PacificWings2631,JetFly,2023-03-13 21:55:00,2023-03-14 02:55:00,35,False,ORD
SkyWave9202,GlobeAir,2023-03-13 06:02:00,2023-03-13 08:02:00,36,False,CDG
JetFly9027,GlobeAir,2023-03-13 11:01:00,2023-03-13 14:01:00,13,False,LHR
JetFly4869,PacificWings,2023-03-13 14:51:00,2023-03-13 15:51:00,27,False,HND
AirNSR5590,SkyWave,2023-03-14 10:21:00,2023-03-14 14:21:00,43,False,LAX
GlobeAir9531,PacificWings,2023-03-14 13:26:00,2023-03-14 15:26:00,0,False,HND
JetFly6395,GlobeAir,2023-03-14 10:13:00,2023-03-14 12:13:00,0,False,ATL
SkyWave6062,PacificWings,2023-03-14 10:27:00,2023-03-14 12:27:00,63,False,GRU
SkyWave6201,AirNSR,2023-03-14 09:11:00,2023-03-14 12:11:00,37,False,ORD
AirNSR6221,GlobeAir,2023-03-14 19:19:00,2023-03-14 23:19:00,21,False,CDG
SkyWave4079,AirNSR,2023-03-14 10:11:00,2023-03-14 11:11:00,30,False,GRU
PacificWings5372,PacificWings,2023-03-14 13:38:00,2023-03-14 15:38:00,45,False,JFK
JetFly2302,GlobeAir,2023-03-14 10:32:00,2023-03-14 15:32:00,5,False,LHR
SkyWave7348,GlobeAir,2023-03-14 21:08:00,2023-03-14 23:08:00,0,False,JFK
GlobeAir1245,JetFly,2023-03-15 19:14:00,2023-03-15 21:14:00,38,False,LAX
SkyWave8197,PacificWings,2023-03-15 21:44:00,2023-03-16 00:44:00,0,False,ATL
GlobeAir7633,AirNSR,2023-03-15 18:46:00,2023-03-15 21:46:00,48,False,GRU
PacificWings9784,PacificWings,2023-03-15 07:33:00,2023-03-15 08:33:00,0,False,JFK
SkyWave9498,PacificWings,2023-03-15 18:47:00,2023-03-15 19:47:00,76,False,SYD
AirNSR4110,JetFly,2023-03-15 20:25:00,2023-03-15 23:25:00,51,False,CDG
GlobeAir3727,GlobeAir,2023-03-15 15:39:00,2023-03-15 16:39:00,41,False,ORD
GlobeAir8400,AirNSR,2023-03-15 22:07:00,2023-03-16 00:07:00,74,False,SYD
SkyWave7440,GlobeAir,2023-03-15 16:28:00,2023-03-15 17:28:00,104,False,GRU
SkyWave8449,AirNSR,2023-03-15 14:20:00,2023-03-15 16:20:00,75,False,LAX
AirNSR2870,GlobeAir,2023-03-16 17:05:00,2023-03-16 22:05:00,0,False,SYD
PacificWings3619,GlobeAir,2023-03-16 18:02:00,2023-03-16 20:02:00,0,False,GRU
SkyWave3656,SkyWave,2023-03-16 11:49:00,2023-03-16 12:49:00,1,False,CDG
GlobeAir5731,SkyWave,2023-03-16 09:57:00,2023-03-16 11:57:00,31,False,JFK
PacificWings5146,AirNSR,2023-03-16 20:31:00,2023-03-17 00:31:00,53,False,JFK
PacificWings9084,SkyWave,2023-03-16 12:37:00,2023-03-16 16:37:00,0,False,DXB
AirNSR1107,SkyWave,2023-03-16 14:39:00,2023-03-16 19:39:00,38,False,ATL
AirNSR4028,SkyWave,2023-03-16 07:41:00,2023-03-16 10:41:00,0,True,JFK
PacificWings5889,JetFly,2023-03-16 08:03:00,2023-03-16 09:03:00,2,False,ORD
SkyWave5659,PacificWings,2023-03-16 11:29:00,2023-03-16 16:29:00,0,False,JFK
AirNSR5903,JetFly,2023-03-17 17:57:00,2023-03-17 21:57:00,0,False,HND
PacificWings2063,JetFly,2023-03-17 21:08:00,2023-03-17 22:08:00,0,False,CDG
JetFly9635,GlobeAir,2023-03-17 22:13:00,2023-03-18 00:13:00,0,False,LAX
PacificWings9666,AirNSR,2023-03-17 21:46:00,2023-03-18 02:46:00,77,False,CDG
GlobeAir6185,JetFly,2023-03-17 22:36:00,2023-03-18 03:36:00,0,False,ORD
PacificWings9132,PacificWings,2023-03-17 21:31:00,2023-03-17 23:31:00,148,False,ATL
JetFly4171,AirNSR,2023-03-17 09:01:00,2023-03-17 13:01:00,52,False,LAX
SkyWave7793,GlobeAir,2023-03-17 07:21:00,2023-03-17 10:21:00,38,False,ATL
AirNSR4296,JetFly,2023-03-17 14:50:00,2023-03-17 15:50:00,0,False,SYD
PacificWings6307,AirNSR,2023-03-17 09:43:00,2023-03-17 12:43:00,61,False,GRU
PacificWings1477,SkyWave,2023-03-18 12:21:00,2023-03-18 15:21:00,4,False,DXB
GlobeAir1582,SkyWave,2023-03-18 21:09:00,2023-03-19 01:09:00,35,False,SYD
JetFly8577,GlobeAir,2023-03-18 07:53:00,2023-03-18 12:53:00,145,False,LHR
PacificWings9779,AirNSR,2023-03-18 12:36:00,2023-03-18 15:36:00,25,False,LHR
AirNSR3446,JetFly,2023-03-18 06:21:00,2023-03-18 10:21:00,81,False,ORD
PacificWings7382,SkyWave,2023-03-18 09:55:00,2023-03-18 12:55:00,0,False,LHR
AirNSR5448,GlobeAir,2023-03-18 08:31:00,2023-03-18 10:31:00,28,False,CDG
SkyWave9603,JetFly,2023-03-18 11:07:00,2023-03-18 14:07:00,109,False,ATL
AirNSR8270,PacificWings,2023-03-18 06:51:00,2023-03-18 10:51:00,1,False,ORD
SkyWave6572,GlobeAir,2023-03-18 22:19:00,2023-03-19 01:19:00,111,False,LAX
PacificWings3174,SkyWave,2023-03-19 07:29:00,2023-03-19 11:29:00,61,False,SYD
AirNSR1067,JetFly,2023-03-19 07:43:00,2023-03-19 12:43:00,4,False,LHR
GlobeAir1755,AirNSR,2023-03-19 22:49:00,2023-03-20 01:49:00,58,True,CDG
SkyWave6257,SkyWave,2023-03-19 12:18:00,2023-03-19 15:18:00,73,False,DXB
AirNSR5467,SkyWave,2023-03-19 11:17:00,2023-03-19 12:17:00,57,True,GRU
PacificWings9422,AirNSR,2023-03-19 12:34:00,2023-03-19 15:34:00,0,False,CDG
SkyWave5641,PacificWings,2023-03-19 13:10:00,2023-03-19 14:10:00,0,False,LHR
PacificWings8268,AirNSR,2023-03-19 10:01:00,2023-03-19 14:01:00,18,False,JFK
AirNSR7284,AirNSR,2023-03-19 08:27:00,2023-03-19 12:27:00,26,False,GRU
PacificWings8304,PacificWings,2023-03-19 17:19:00,2023-03-19 20:19:00,57,False,SYD
AirNSR8629,PacificWings,2023-03-20 10:05:00,2023-03-20 14:05:00,37,False,CDG
GlobeAir8709,SkyWave,2023-03-20 13:09:00,2023-03-20 18:09:00,0,False,LHR
GlobeAir4004,JetFly,2023-03-20 16:29:00,2023-03-20 20:29:00,47,True,DXB
AirNSR6758,GlobeAir,2023-03-20 20:54:00,2023-03-20 22:54:00,57,False,LHR
PacificWings3087,PacificWings,2023-03-20 09:25:00,2023-03-20 10:25:00,55,False,LAX
JetFly9728,GlobeAir,2023-03-20 18:37:00,2023-03-20 22:37:00,78,False,ATL
PacificWings3605,GlobeAir,2023-03-20 18:04:00,2023-03-20 21:04:00,67,False,GRU
GlobeAir8132,PacificWings,2023-03-20 16:34:00,2023-03-20 18:34:00,50,False,LAX
PacificWings8972,AirNSR,2023-03-20 20:20:00,2023-03-21 01:20:00,26,False,DXB
SkyWave6046,GlobeAir,2023-03-20 08:38:00,2023-03-20 09:38:00,0,False,GRU
GlobeAir6364,GlobeAir,2023-03-21 07:05:00,2023-03-21 09:05:00,49,False,GRU
AirNSR3403,SkyWave,2023-03-21 20:34:00,2023-03-21 23:34:00,39,False,GRU
GlobeAir4205,SkyWave,2023-03-21 16:19:00,2023-03-21 21:19:00,42,False,CDG
GlobeAir6640,AirNSR,2023-03-21 06:39:00,2023-03-21 11:39:00,0,False,ORD
JetFly2022,JetFly,2023-03-21 07:00:00,2023-03-21 12:00:00,0,False,LHR
AirNSR5623,AirNSR,2023-03-21 13:27:00,2023-03-21 18:27:00,77,False,LHR
GlobeAir7652,GlobeAir,2023-03-21 19:34:00,2023-03-21 21:34:00,28,False,DXB
SkyWave4083,PacificWings,2023-03-21 18:53:00,2023-03-21 21:53:00,60,False,ORD
JetFly3056,SkyWave,2023-03-21 06:04:00,2023-03-21 07:04:00,31,False,DXB
GlobeAir3224,AirNSR,2023-03-21 10:41:00,2023-03-21 14:41:00,31,False,GRU
GlobeAir3945,GlobeAir,2023-03-22 22:27:00,2023-03-23 03:27:00,72,False,HND
JetFly4698,SkyWave,2023-03-22 19:38:00,2023-03-22 20:38:00,6,False,ATL
PacificWings5411,GlobeAir,2023-03-22 17:02:00,2023-03-22 18:02:00,34,False,LHR
AirNSR8889,AirNSR,2023-03-22 10:46:00,2023-03-22 15:46:00,9,False,CDG
GlobeAir9469,AirNSR,2023-03-22 22:56:00,2023-03-23 03:56:00,10,False,DXB
AirNSR9834,PacificWings,2023-03-22 15:39:00,2023-03-22 16:39:00,16,False,SYD
AirNSR8681,GlobeAir,2023-03-22 22:57:00,2023-03-23 02:57:00,39,False,LHR
GlobeAir6782,JetFly,2023-03-22 15:10:00,2023-03-22 16:10:00,8,False,GRU
JetFly5267,AirNSR,2023-03-22 21:37:00,2023-03-22 23:37:00,86,False,CDG
PacificWings1447,JetFly,2023-03-22 21:05:00,2023-03-22 23:05:00,0,False,CDG
JetFly3171,PacificWings,2023-03-23 14:17:00,2023-03-23 17:17:00,21,True,LAX
PacificWings3860,PacificWings,2023-03-23 10:42:00,2023-03-23 14:42:00,10,False,ORD
JetFly4869,GlobeAir,2023-03-23 11:51:00,2023-03-23 16:51:00,95,False,LHR
AirNSR3376,PacificWings,2023-03-23 10:53:00,2023-03-23 14:53:00,38,False,HND
GlobeAir4898,GlobeAir,2023-03-23 11:13:00,2023-03-23 16:13:00,76,False,LHR
AirNSR5331,AirNSR,2023-03-23 07:10:00,2023-03-23 11:10:00,0,False,CDG
GlobeAir9724,SkyWave,2023-03-23 18:43:00,2023-03-23 22:43:00,42,False,ORD
PacificWings8122,AirNSR,2023-03-23 15:59:00,2023-03-23 19:59:00,70,False,LHR
PacificWings1672,AirNSR,2023-03-23 17:54:00,2023-03-23 21:54:00,33,False,CDG
JetFly5429,JetFly,2023-03-23 09:16:00,2023-03-23 14:16:00,77,False,ATL
PacificWings4193,PacificWings,2023-03-24 16:43:00,2023-03-24 18:43:00,6,False,JFK
AirNSR2113,AirNSR,2023-03-24 19:06:00,2023-03-25 00:06:00,93,False,DXB
JetFly4594,JetFly,2023-03-24 14:12:00,2023-03-24 15:12:00,133,True,LAX
AirNSR4552,PacificWings,2023-03-24 09:45:00,2023-03-24 10:45:00,13,False,GRU
SkyWave7159,PacificWings,2023-03-24 11:57:00,2023-03-24 12:57:00,9,False,CDG
JetFly8650,AirNSR,2023-03-24 20:59:00,2023-03-24 23:59:00,95,False,LHR
JetFly3653,AirNSR,2023-03-24 14:49:00,2023-03-24 15:49:00,101,False,LHR
AirNSR5230,JetFly,2023-03-24 11:28:00,2023-03-24 12:28:00,6,False,ATL
PacificWings7432,SkyWave,2023-03-24 21:06:00,2023-03-24 23:06:00,11,False,HND
SkyWave2740,GlobeAir,2023-03-24 14:06:00,2023-03-24 15:06:00,17,False,GRU
JetFly8305,AirNSR,2023-03-25 21:09:00,2023-03-25 22:09:00,0,False,HND
JetFly3483,JetFly,2023-03-25 18:36:00,2023-03-25 19:36:00,0,False,DXB
GlobeAir8144,GlobeAir,2023-03-25 08:34:00,2023-03-25 10:34:00,0,True,DXB
AirNSR9770,JetFly,2023-03-25 16:43:00,2023-03-25 19:43:00,0,False,LAX
JetFly9759,JetFly,2023-03-25 08:53:00,2023-03-25 12:53:00,28,False,CDG
SkyWave3893,PacificWings,2023-03-25 07:24:00,2023-03-25 09:24:00,40,False,HND
AirNSR6886,GlobeAir,2023-03-25 08:56:00,2023-03-25 12:56:00,99,False,ORD
AirNSR4163,AirNSR,2023-03-25 13:31:00,2023-03-25 17:31:00,0,False,SYD
JetFly9186,PacificWings,2023-03-25 20:01:00,2023-03-25 21:01:00,74,False,LHR
AirNSR7643,AirNSR,2023-03-25 12:51:00,2023-03-25 17:51:00,20,False,SYD
SkyWave4817,AirNSR,2023-03-26 07:47:00,2023-03-26 09:47:00,27,False,JFK
GlobeAir1750,SkyWave,2023-03-26 10:00:00,2023-03-26 12:00:00,60,False,CDG
AirNSR8474,PacificWings,2023-03-26 11:53:00,2023-03-26 16:53:00,0,False,LAX
AirNSR9145,PacificWings,2023-03-26 13:04:00,2023-03-26 15:04:00,47,False,HND
JetFly2979,PacificWings,2023-03-26 10:20:00,2023-03-26 12:20:00,37,False,GRU
SkyWave6496,AirNSR,2023-03-26 09:17:00,2023-03-26 11:17:00,52,False,ORD
JetFly3703,GlobeAir,2023-03-26 13:59:00,2023-03-26 18:59:00,43,True,LAX
PacificWings7162,SkyWave,2023-03-26 06:56:00,2023-03-26 10:56:00,140,False,JFK
SkyWave2460,PacificWings,2023-03-26 15:26:00,2023-03-26 19:26:00,1,False,ATL
SkyWave5439,PacificWings,2023-03-26 20:26:00,2023-03-26 22:26:00,6,False,GRU
AirNSR3949,GlobeAir,2023-03-27 08:40:00,2023-03-27 11:40:00,1,False,JFK
PacificWings4860,SkyWave,2023-03-27 09:33:00,2023-03-27 10:33:00,5,False,SYD
PacificWings4592,GlobeAir,2023-03-27 12:17:00,2023-03-27 13:17:00,1,False,ORD
GlobeAir9151,SkyWave,2023-03-27 11:42:00,2023-03-27 12:42:00,83,False,LHR
JetFly4433,GlobeAir,2023-03-27 14:21:00,2023-03-27 19:21:00,93,False,DXB
AirNSR2710,AirNSR,2023-03-27 11:10:00,2023-03-27 12:10:00,4,False,LAX
AirNSR4855,GlobeAir,2023-03-27 16:26:00,2023-03-27 18:26:00,0,False,LHR
SkyWave2804,JetFly,2023-03-27 13:06:00,2023-03-27 15:06:00,51,False,ATL
GlobeAir4615,AirNSR,2023-03-27 21:37:00,2023-03-28 01:37:00,5,False,HND
SkyWave4541,PacificWings,2023-03-27 20:11:00,2023-03-28 00:11:00,58,False,DXB
SkyWave6875,JetFly,2023-03-28 12:21:00,2023-03-28 14:21:00,39,True,GRU
AirNSR5597,SkyWave,2023-03-28 09:54:00,2023-03-28 13:54:00,0,False,ORD
JetFly4602,JetFly,2023-03-28 11:50:00,2023-03-28 16:50:00,99,False,GRU
PacificWings4763,AirNSR,2023-03-28 19:54:00,2023-03-29 00:54:00,110,False,ATL
PacificWings8757,GlobeAir,2023-03-28 14:00:00,2023-03-28 18:00:00,2,False,ATL
SkyWave6362,GlobeAir,2023-03-28 13:57:00,2023-03-28 18:57:00,12,False,GRU
AirNSR7844,AirNSR,2023-03-28 07:30:00,2023-03-28 12:30:00,42,True,SYD
GlobeAir8852,AirNSR,2023-03-28 20:31:00,2023-03-28 22:31:00,45,False,JFK
GlobeAir4571,SkyWave,2023-03-28 17:18:00,2023-03-28 19:18:00,59,False,LAX
AirNSR8860,JetFly,2023-03-28 11:45:00,2023-03-28 15:45:00,120,False,GRU
AirNSR8452,GlobeAir,2023-03-29 10:55:00,2023-03-29 14:55:00,22,False,LHR
GlobeAir1022,AirNSR,2023-03-29 18:57:00,2023-03-29 21:57:00,0,False,CDG
GlobeAir5420,PacificWings,2023-03-29 12:50:00,2023-03-29 13:50:00,0,False,LHR
AirNSR9433,JetFly,2023-03-29 07:07:00,2023-03-29 11:07:00,0,False,GRU
AirNSR6989,JetFly,2023-03-29 11:41:00,2023-03-29 16:41:00,28,False,SYD
SkyWave3267,JetFly,2023-03-29 13:34:00,2023-03-29 14:34:00,110,False,GRU
SkyWave4693,JetFly,2023-03-29 17:57:00,2023-03-29 20:57:00,6,False,HND
JetFly1892,AirNSR,2023-03-29 17:22:00,2023-03-29 21:22:00,40,False,SYD
AirNSR8703,PacificWings,2023-03-29 15:28:00,2023-03-29 20:28:00,29,False,LAX
SkyWave8501,AirNSR,2023-03-29 08:25:00,2023-03-29 10:25:00,83,False,LAX
AirNSR3699,JetFly,2023-03-30 09:44:00,2023-03-30 11:44:00,143,False,ATL
PacificWings1371,JetFly,2023-03-30 19:43:00,2023-03-31 00:43:00,6,False,DXB
JetFly7883,GlobeAir,2023-03-30 06:18:00,2023-03-30 08:18:00,7,False,ATL
PacificWings6503,GlobeAir,2023-03-30 16:41:00,2023-03-30 19:41:00,76,False,SYD
PacificWings8295,GlobeAir,2023-03-30 15:36:00,2023-03-30 17:36:00,60,False,CDG
SkyWave5259,SkyWave,2023-03-30 21:23:00,2023-03-31 00:23:00,113,False,JFK
SkyWave6785,JetFly,2023-03-30 20:10:00,2023-03-31 01:10:00,56,False,SYD
JetFly3986,SkyWave,2023-03-30 10:10:00,2023-03-30 12:10:00,13,False,LHR
PacificWings3072,GlobeAir,2023-03-30 14:23:00,2023-03-30 16:23:00,56,False,JFK
JetFly6633,SkyWave,2023-03-30 17:28:00,2023-03-30 22:28:00,79,False,SYD
JetFly2990,AirNSR,2023-03-31 18:59:00,2023-03-31 22:59:00,66,False,DXB
JetFly3556,AirNSR,2023-03-31 22:21:00,2023-04-01 01:21:00,52,False,CDG
PacificWings3409,PacificWings,2023-03-31 20:21:00,2023-03-31 21:21:00,78,False,JFK
SkyWave2914,JetFly,2023-03-31 06:25:00,2023-03-31 11:25:00,82,False,DXB
JetFly2515,JetFly,2023-03-31 07:38:00,2023-03-31 09:38:00,92,False,ATL
JetFly4206,AirNSR,2023-03-31 08:34:00,2023-03-31 12:34:00,59,False,LAX
PacificWings7462,SkyWave,2023-03-31 21:20:00,2023-04-01 02:20:00,22,False,JFK
JetFly7513,SkyWave,2023-03-31 19:23:00,2023-03-31 23:23:00,36,False,CDG
JetFly6756,JetFly,2023-03-31 20:55:00,2023-04-01 01:55:00,84,False,DXB
GlobeAir8249,JetFly,2023-03-31 11:51:00,2023-03-31 15:51:00,0,False,HND
SkyWave2410,SkyWave,2023-04-01 12:19:00,2023-04-01 16:19:00,46,False,SYD
JetFly2083,PacificWings,2023-04-01 18:05:00,2023-04-01 19:05:00,12,False,CDG
GlobeAir3865,PacificWings,2023-04-01 20:45:00,2023-04-02 01:45:00,31,False,ORD
SkyWave4047,GlobeAir,2023-04-01 15:35:00,2023-04-01 19:35:00,87,True,CDG
PacificWings5979,GlobeAir,2023-04-01 20:14:00,2023-04-01 21:14:00,38,False,ORD
JetFly5917,GlobeAir,2023-04-01 09:41:00,2023-04-01 12:41:00,32,False,DXB
